geoid,name,county,state,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino
34013009600,Census Tract 96, Essex County, New Jersey,4825,33902,253600,228,87,1274,54,1,0,42,116,3305
34013009700,Census Tract 97, Essex County, New Jersey,5290,32048,210100,295,214,766,0,16,0,63,0,4231
34013009900,Census Tract 99, Essex County, New Jersey,1862,27756,197000,253,52,1733,0,0,0,0,33,44
34013010000,Census Tract 100, Essex County, New Jersey,2870,60192,200000,617,140,2650,0,22,0,0,17,41
34013010100,Census Tract 101, Essex County, New Jersey,3118,53684,205400,457,46,2764,0,62,0,0,0,246
34013010200,Census Tract 102, Essex County, New Jersey,4770,40585,223000,644,148,4286,11,62,0,0,0,274
34013010300,Census Tract 103, Essex County, New Jersey,3816,37366,216900,383,62,3229,0,53,0,100,0,372
34013010400,Census Tract 104, Essex County, New Jersey,4452,41188,257800,656,134,3993,0,0,0,13,125,187
34013010500,Census Tract 105, Essex County, New Jersey,4746,36368,217600,474,62,3934,9,59,0,41,33,608
34013010600,Census Tract 106, Essex County, New Jersey,4426,25483,219700,361,89,3563,0,0,0,17,75,682
34013010700,Census Tract 107, Essex County, New Jersey,3075,45054,194500,357,86,2581,0,30,0,0,0,378
34013010800,Census Tract 108, Essex County, New Jersey,2474,44263,213200,207,22,1996,0,15,0,0,0,441
34013010900,Census Tract 109, Essex County, New Jersey,2493,36477,248800,178,36,2186,0,0,0,0,49,222
34013011100,Census Tract 111, Essex County, New Jersey,4082,28986,110000,351,76,3404,109,0,0,33,99,470
34013011200,Census Tract 112, Essex County, New Jersey,3024,31774,209100,294,26,2637,0,20,0,58,47,236
34013011300,Census Tract 113, Essex County, New Jersey,3532,36206,-666666666,301,46,3043,0,40,0,67,11,325
34013011400,Census Tract 114, Essex County, New Jersey,4790,49654,179700,961,232,4003,23,93,0,0,86,353
34013011500,Census Tract 115, Essex County, New Jersey,2328,44226,171400,158,65,2120,34,11,0,47,15,36
34013011600,Census Tract 116, Essex County, New Jersey,2981,37347,215300,182,16,2826,0,0,0,0,39,100
34013011700,Census Tract 117, Essex County, New Jersey,3439,37278,203400,483,154,3019,0,38,0,41,90,97
34013011800,Census Tract 118, Essex County, New Jersey,2343,60057,201900,270,19,2160,57,0,0,0,7,100
34013011900,Census Tract 119, Essex County, New Jersey,1684,37188,127100,116,26,1363,0,91,17,0,34,153
34013012000,Census Tract 120, Essex County, New Jersey,6332,49676,174300,656,215,5144,6,280,0,0,0,687
34013012100,Census Tract 121, Essex County, New Jersey,3845,42331,174400,293,86,2734,0,125,0,38,0,862
34013012200,Census Tract 122, Essex County, New Jersey,5101,36984,223200,483,128,4528,0,114,0,0,31,300
34013012300,Census Tract 123, Essex County, New Jersey,4994,39242,185900,574,133,4325,0,0,0,0,28,508
34013012400,Census Tract 124, Essex County, New Jersey,4376,28603,190900,459,126,3656,0,0,0,0,51,543
34013012500,Census Tract 125, Essex County, New Jersey,3800,38491,206400,359,62,3530,0,31,0,0,74,103
34013012600,Census Tract 126, Essex County, New Jersey,3065,31042,166000,141,77,2833,0,0,0,0,0,155
34013012700,Census Tract 127, Essex County, New Jersey,4472,50000,172500,318,34,4107,0,190,0,0,30,111
34013012800,Census Tract 128, Essex County, New Jersey,3336,42284,165900,367,268,2569,0,94,0,38,229,138
34013012900,Census Tract 129, Essex County, New Jersey,3784,31983,167500,294,30,2761,0,21,0,0,12,960
34013013000,Census Tract 130, Essex County, New Jersey,1982,50750,-666666666,430,30,1600,0,148,0,52,30,122
34013013100,Census Tract 131, Essex County, New Jersey,1940,32750,179700,108,7,1658,0,0,0,0,0,275
34013013200,Census Tract 132, Essex County, New Jersey,2245,26684,157600,215,41,2108,0,26,0,0,27,43
34013013300,Census Tract 133, Essex County, New Jersey,3347,27331,158200,202,6,2962,0,17,0,9,34,319
34013013400,Census Tract 134, Essex County, New Jersey,3676,104728,386600,1542,2858,12,0,374,0,0,60,372
34013013500,Census Tract 135, Essex County, New Jersey,4665,98667,403800,1788,3411,165,0,419,0,0,12,658
34013013600,Census Tract 136, Essex County, New Jersey,6635,90466,354000,2815,3993,229,0,1291,0,0,45,1077
34013013700,Census Tract 137, Essex County, New Jersey,4532,61656,341900,939,3349,193,0,109,0,52,176,653
34013013800,Census Tract 138, Essex County, New Jersey,4147,84056,362800,1331,3247,0,0,286,0,8,66,540
34013013900,Census Tract 139, Essex County, New Jersey,4931,86429,336500,1332,3039,109,0,602,0,55,278,848
34013014000,Census Tract 140, Essex County, New Jersey,4042,82833,279500,1035,1997,82,23,765,0,117,35,1023
34013014100,Census Tract 141, Essex County, New Jersey,3922,71734,281800,786,1523,169,0,815,0,0,175,1240
34013014200,Census Tract 142, Essex County, New Jersey,4214,87361,300000,960,1580,214,0,383,0,36,79,1922
34013014300,Census Tract 143, Essex County, New Jersey,5529,60137,273200,832,1635,258,15,647,0,39,23,2927
34013014400,Census Tract 144, Essex County, New Jersey,3623,52656,217200,769,907,620,0,510,0,8,59,1519
34013014500,Census Tract 145, Essex County, New Jersey,4205,58704,266700,659,1136,582,0,92,0,5,61,2329
34013014600,Census Tract 146, Essex County, New Jersey,4382,77888,279900,823,1116,648,0,295,0,35,42,2246
34013014700,Census Tract 147, Essex County, New Jersey,6205,50018,229100,767,1816,594,55,638,0,68,107,2982
34013014800,Census Tract 148, Essex County, New Jersey,3404,113056,376500,1373,2247,58,0,519,0,0,8,572
34013014900,Census Tract 149, Essex County, New Jersey,4864,128105,351500,1698,3388,166,0,512,0,0,49,749
34013015000,Census Tract 150, Essex County, New Jersey,3425,81417,346700,1199,2040,292,0,436,0,30,83,544
34013015100,Census Tract 151, Essex County, New Jersey,4655,75135,290000,1126,2064,1015,0,210,0,68,60,1238
34013015200,Census Tract 152, Essex County, New Jersey,4185,63266,288200,1160,2232,408,0,195,0,24,52,1274
34013015300,Census Tract 153, Essex County, New Jersey,2873,65781,312900,1017,880,750,0,492,0,0,44,707
34013015400,Census Tract 154, Essex County, New Jersey,4721,58802,314000,1234,2532,834,0,146,0,33,234,942
34013015500,Census Tract 155, Essex County, New Jersey,4165,77115,291600,1028,1654,896,0,177,0,0,0,1438
34013015600,Census Tract 156, Essex County, New Jersey,4003,68986,273600,1375,1302,929,11,698,0,40,109,914
34013015700,Census Tract 157, Essex County, New Jersey,2318,66148,243400,478,428,886,0,172,0,0,29,803
34013015800,Census Tract 158, Essex County, New Jersey,4034,62182,315300,971,1474,681,0,301,0,8,35,1535
34013015900,Census Tract 159, Essex County, New Jersey,5335,63061,256400,768,648,1411,31,454,15,175,0,2632
34013016000,Census Tract 160, Essex County, New Jersey,7615,170839,593300,3279,5848,349,0,206,0,0,266,946
34013016100,Census Tract 161, Essex County, New Jersey,3293,183750,699000,1774,2718,53,10,118,0,0,87,317
34013016200,Census Tract 162, Essex County, New Jersey,3387,244375,707100,2029,2867,150,0,114,0,14,79,163
34013016300,Census Tract 163, Essex County, New Jersey,3851,157232,680800,2048,3221,203,0,173,0,0,114,140
34013016400,Census Tract 164, Essex County, New Jersey,3768,127500,635300,1969,2870,378,0,144,0,0,70,306
34013016500,Census Tract 165, Essex County, New Jersey,3841,153636,649400,1995,2454,494,0,186,0,15,258,434
34013016600,Census Tract 166, Essex County, New Jersey,2988,89118,446700,1222,1511,983,0,86,0,0,92,316
34013016700,Census Tract 167, Essex County, New Jersey,2548,59167,307100,991,902,1068,0,70,0,0,75,433
34013016800,Census Tract 168, Essex County, New Jersey,3357,65484,302300,1505,1816,1069,0,0,0,109,122,241
34013016900,Census Tract 169, Essex County, New Jersey,2987,127250,889400,1547,1824,539,0,116,0,0,253,255
34013017000,Census Tract 170, Essex County, New Jersey,2891,88750,503400,1330,1442,956,21,103,0,9,138,231
34013017100,Census Tract 171, Essex County, New Jersey,2394,39750,311200,427,171,1637,4,69,0,0,68,449
34013017200,Census Tract 172, Essex County, New Jersey,2825,82174,370300,892,513,1654,11,175,0,80,142,261
34013017301,Census Tract 173.01, Essex County, New Jersey,5630,122220,382800,2515,3597,764,14,552,0,0,174,543
34013017302,Census Tract 173.02, Essex County, New Jersey,7590,96776,368700,3782,4408,1319,15,897,0,0,103,863
34013017400,Census Tract 174, Essex County, New Jersey,5577,133500,340000,2193,2859,1323,0,549,0,15,93,738
34013017500,Census Tract 175, Essex County, New Jersey,5828,75690,340100,2512,2791,1693,0,453,0,0,140,751
34013017600,Census Tract 176, Essex County, New Jersey,4905,50224,270800,648,1099,1895,17,100,0,5,0,1789
34013017700,Census Tract 177, Essex County, New Jersey,4789,49485,256700,624,552,1895,0,45,0,74,105,2118
34013017800,Census Tract 178, Essex County, New Jersey,3564,48000,273300,478,841,1022,68,52,0,42,213,1394
34013017900,Census Tract 179, Essex County, New Jersey,3450,122941,378700,1377,1739,1132,0,117,0,0,78,384
34013018000,Census Tract 180, Essex County, New Jersey,5704,117321,425700,2656,3168,1545,0,505,0,4,99,383
34013018100,Census Tract 181, Essex County, New Jersey,2003,41953,172100,179,86,1339,0,0,0,68,8,502
34013018200,Census Tract 182, Essex County, New Jersey,4635,28942,176000,415,87,3052,10,0,0,34,9,1453
34013018300,Census Tract 183, Essex County, New Jersey,5089,39873,142800,574,86,3384,0,59,0,25,41,1494
34013018400,Census Tract 184, Essex County, New Jersey,1781,27257,219600,169,34,1336,0,51,0,32,7,321
34013018600,Census Tract 186, Essex County, New Jersey,3633,34773,228700,341,109,1561,0,30,0,0,0,1933
34013018700,Census Tract 187, Essex County, New Jersey,4975,27433,188800,778,63,4305,88,82,0,14,43,380
34013018800,Census Tract 188, Essex County, New Jersey,4697,52411,287300,1381,298,3878,0,139,0,30,162,190
34013018900,Census Tract 189, Essex County, New Jersey,3708,38810,210800,482,79,2888,0,60,17,0,43,621
34013019000,Census Tract 190, Essex County, New Jersey,4418,178750,681900,2314,3068,718,0,259,0,14,140,219
34013019100,Census Tract 191, Essex County, New Jersey,3680,117132,485300,1633,1566,1621,6,102,0,0,191,200
34013019200,Census Tract 192, Essex County, New Jersey,4783,72000,425200,929,2765,1185,0,349,0,7,72,405
34013019300,Census Tract 193, Essex County, New Jersey,3401,85184,437900,1535,2176,837,0,163,0,0,102,123
34013019400,Census Tract 194, Essex County, New Jersey,3272,201172,644700,1706,2635,185,0,117,0,0,80,255
34013019500,Census Tract 195, Essex County, New Jersey,4096,185000,556500,2148,2991,426,0,224,0,31,156,268
34013019600,Census Tract 196, Essex County, New Jersey,5553,91534,351200,2123,2211,2735,23,165,0,28,105,286
34013019700,Census Tract 197, Essex County, New Jersey,6181,70065,282200,1379,1405,3935,0,40,0,54,95,652
34013019800,Census Tract 198, Essex County, New Jersey,2668,148667,500700,1285,1719,613,0,84,0,4,63,185
34013019900,Census Tract 199, Essex County, New Jersey,2644,183068,698300,1408,2272,91,0,88,0,0,101,92
34013020000,Census Tract 200, Essex County, New Jersey,5826,250001,1534600,3182,4334,28,0,1099,0,9,128,228
34013020100,Census Tract 201, Essex County, New Jersey,4593,250001,1418300,2713,3653,16,0,721,0,0,100,103
34013020200,Census Tract 202, Essex County, New Jersey,5183,146130,726300,2668,3370,347,0,912,0,0,68,486
34013020300,Census Tract 203, Essex County, New Jersey,4614,98750,826100,2159,2981,290,0,1082,0,0,120,141
34013020400,Census Tract 204, Essex County, New Jersey,4923,171125,576100,2320,3550,1,0,1017,0,0,31,324
34013020500,Census Tract 205, Essex County, New Jersey,7995,161786,630000,4121,5656,180,0,1688,0,0,201,270
34013020600,Census Tract 206, Essex County, New Jersey,4683,135052,629900,2116,3134,37,0,1264,0,40,142,66
34013020700,Census Tract 207, Essex County, New Jersey,4271,130150,466400,1802,2933,69,0,1057,0,0,36,176
34013020800,Census Tract 208, Essex County, New Jersey,7819,142500,597400,3533,5570,154,0,1624,0,0,191,280
34013020901,Census Tract 209.01, Essex County, New Jersey,2164,174432,832400,1127,1915,9,0,77,0,0,52,111
34013020902,Census Tract 209.02, Essex County, New Jersey,5875,96250,477200,2587,4534,50,0,501,0,0,109,681
34013021000,Census Tract 210, Essex County, New Jersey,5089,110260,461500,2141,4476,107,0,183,0,0,127,196
34013021100,Census Tract 211, Essex County, New Jersey,4749,87593,355200,1953,3815,104,0,486,0,0,48,296
34013021200,Census Tract 212, Essex County, New Jersey,3643,115066,525800,1633,3103,46,0,84,0,11,77,322
34013021300,Census Tract 213, Essex County, New Jersey,6034,126300,448500,1990,4901,234,0,559,12,0,79,249
34013021400,Census Tract 214, Essex County, New Jersey,6511,101509,440600,2500,5393,390,0,405,0,0,0,323
34013021601,Census Tract 216.01, Essex County, New Jersey,7531,100977,472100,2004,6911,0,0,250,0,19,38,313
34013021602,Census Tract 216.02, Essex County, New Jersey,6519,188897,713500,3052,5811,0,26,348,0,0,77,283
34013021701,Census Tract 217.01, Essex County, New Jersey,3724,84741,413900,1279,3035,48,0,139,0,0,142,360
34013021702,Census Tract 217.02, Essex County, New Jersey,4243,69375,443500,1588,3369,261,0,149,0,0,37,427
34013021801,Census Tract 218.01, Essex County, New Jersey,2698,144327,499100,1078,2426,49,0,140,0,0,0,83
34013021802,Census Tract 218.02, Essex County, New Jersey,3701,86406,460800,1170,2906,61,0,532,0,0,32,170
34013021803,Census Tract 218.03, Essex County, New Jersey,4446,95208,468400,1632,3925,0,0,135,0,0,19,367
34013022700,Census Tract 227, Essex County, New Jersey,3045,13915,266700,229,46,2006,37,0,0,22,65,888
34013022800,Census Tract 228, Essex County, New Jersey,2231,20507,-666666666,124,23,1978,6,0,0,0,0,224
34013022900,Census Tract 229, Essex County, New Jersey,4265,40332,174000,803,677,2243,25,428,0,64,32,796
34013023000,Census Tract 230, Essex County, New Jersey,2882,17071,180100,92,28,2344,0,0,0,0,82,428
34013023100,Census Tract 231, Essex County, New Jersey,2451,29628,263500,224,41,2067,0,4,0,0,17,322
34013023200,Census Tract 232, Essex County, New Jersey,3251,28472,216100,86,290,2220,0,0,0,0,9,732
34013980100,Census Tract 9801, Essex County, New Jersey,2388,-666666666,-666666666,11,265,1733,0,14,0,0,0,376
34013980200,Census Tract 9802, Essex County, New Jersey,1721,-666666666,-666666666,5,324,1228,0,9,0,0,0,160
34017000100,Census Tract 1, Hudson County, New Jersey,6581,65179,293300,1337,1219,46,13,1679,0,0,192,3445
34017000200,Census Tract 2, Hudson County, New Jersey,5749,52979,300800,1272,1102,414,100,1051,0,0,100,3082
34017000300,Census Tract 3, Hudson County, New Jersey,4539,49387,371300,871,809,221,0,710,0,24,0,2775
34017000400,Census Tract 4, Hudson County, New Jersey,3760,54191,347800,997,647,202,111,1457,0,0,128,1225
34017000500,Census Tract 5, Hudson County, New Jersey,4758,51761,295700,969,738,558,13,1004,0,45,106,2307
34017000600,Census Tract 6, Hudson County, New Jersey,5762,55833,310300,1467,1405,373,30,1014,0,72,43,2825
34017000700,Census Tract 7, Hudson County, New Jersey,3366,60758,285000,848,985,122,0,510,0,22,37,1690
34017000800,Census Tract 8, Hudson County, New Jersey,4108,62826,376800,1212,1282,174,58,559,0,0,28,2065
34017000902,Census Tract 9.02, Hudson County, New Jersey,6273,45882,303200,2431,1590,233,0,3226,0,0,30,1194
34017001000,Census Tract 10, Hudson County, New Jersey,2056,64875,288500,736,505,21,9,806,0,74,36,605
34017001100,Census Tract 11, Hudson County, New Jersey,5299,66781,265400,1296,1343,260,8,1104,0,10,64,2518
34017001201,Census Tract 12.01, Hudson County, New Jersey,2221,66111,342700,902,410,86,15,1132,0,18,43,517
34017001202,Census Tract 12.02, Hudson County, New Jersey,1636,48063,278500,347,139,244,0,562,0,0,123,568
34017001300,Census Tract 13, Hudson County, New Jersey,2924,60078,292500,736,796,221,0,557,0,24,53,1273
34017001400,Census Tract 14, Hudson County, New Jersey,3902,60313,317700,1024,440,445,17,1142,21,12,83,1742
34017001701,Census Tract 17.01, Hudson County, New Jersey,4652,46221,351000,1029,843,803,0,1431,0,15,160,1400
34017001800,Census Tract 18, Hudson County, New Jersey,4310,40259,304300,1501,1090,187,0,1855,0,6,63,1109
34017001900,Census Tract 19, Hudson County, New Jersey,1299,54688,375900,672,207,133,11,873,0,0,30,45
34017002000,Census Tract 20, Hudson County, New Jersey,3956,43152,366400,1692,1182,318,15,1615,0,81,30,715
34017002200,Census Tract 22, Hudson County, New Jersey,1573,84063,555600,886,882,62,0,196,0,0,26,407
34017002300,Census Tract 23, Hudson County, New Jersey,2182,104830,506000,1269,1123,33,0,455,0,8,138,425
34017002400,Census Tract 24, Hudson County, New Jersey,2571,110625,490600,1611,1597,186,0,273,0,7,165,343
34017002700,Census Tract 27, Hudson County, New Jersey,5632,40278,265200,1061,760,1610,35,1638,0,0,46,1543
34017002800,Census Tract 28, Hudson County, New Jersey,6175,60746,293800,1797,2231,1351,0,809,26,0,76,1682
34017002900,Census Tract 29, Hudson County, New Jersey,4297,49528,275900,1496,1415,535,6,1301,0,0,13,1027
34017003000,Census Tract 30, Hudson County, New Jersey,2900,36625,327700,650,550,475,9,726,0,0,56,1084
34017003100,Census Tract 31, Hudson County, New Jersey,4463,45733,342300,1394,1108,631,0,1301,0,15,56,1352
34017003500,Census Tract 35, Hudson County, New Jersey,2106,81705,538700,1053,951,239,5,196,0,7,40,673
34017004000,Census Tract 40, Hudson County, New Jersey,5485,62031,249400,1358,513,1168,0,2062,0,346,143,1253
34017004101,Census Tract 41.01, Hudson County, New Jersey,6525,52399,311000,1760,1706,1716,78,959,0,0,268,1876
34017004102,Census Tract 41.02, Hudson County, New Jersey,3423,35996,308200,532,517,1556,6,143,0,0,57,1150
34017004200,Census Tract 42, Hudson County, New Jersey,5049,37750,311200,886,509,2141,0,503,0,0,77,1819
34017004300,Census Tract 43, Hudson County, New Jersey,2487,61655,292300,552,318,1448,0,71,0,6,48,596
34017004400,Census Tract 44, Hudson County, New Jersey,2502,19054,278100,215,37,1911,0,76,0,17,0,461
34017004500,Census Tract 45, Hudson County, New Jersey,4476,31488,341400,303,134,3386,34,51,0,0,0,871
